time_s,injected_current_A,voltage_Node_1_V,voltage_Node_2_V,i1_Line_1_e1_A,i2_Line_1_e1_A
3.9499999999999998e-05,1.8058609214604367e+04,2.5606482051119546e+05,2.5840237826558654e+05,1.6971399532768071e+04,2.1744231758409892e+03
4.0000000000000003e-05,1.7926696670423873e+04,2.5422807718759315e+05,2.5654946296988218e+05,1.6847437428633406e+04,2.1585499160764903e+03
4.0500000000000002e-05,1.7795747706500610e+04,2.5240365810330151e+05,2.5470956104628171e+05,1.6724373761730152e+04,2.1427871371011834e+03
4.1000000000000000e-05,1.7665755284179391e+04,2.5059214557436772e+05,2.5288219110928482e+05,1.6602196676367639e+04,2.1271414895485309e+03
4.1499999999999999e-05,1.7536712416220242e+04,2.4879298011930758e+05,2.5106761945715238e+05,1.6480907460284478e+04,2.1116065250910156e+03
4.1999999999999998e-05,1.7408612166422798e+04,2.4700679259844217e+05,2.4926554181064371e+05,1.6360503986630465e+04,2.0961891752760353e+03
4.2500000000000003e-05,1.7281447649253492e+04,2.4523301434050157e+05,2.4747628645808157e+05,1.6240989267356112e+04,2.0808828465971174e+03
4.3000000000000002e-05,1.7155212029475450e+04,2.4347207857932529e+05,2.4569954487625835e+05,1.6122355334850148e+04,2.0656924369124422e+03
4.3500000000000000e-05,1.7029898521781080e+04,2.4172328824720840e+05,2.4393550944387706e+05,1.6004594919930931e+04,2.0506102226947678e+03
4.3999999999999999e-05,1.6905500390427373e+04,2.3998695795880890e+05,2.4218375870106881e+05,1.5887692214027154e+04,2.0356400204338370e+03
4.4499999999999997e-05,1.6782010948873805e+04,2.3826246924430167e+05,2.4044439135754219e+05,1.5771638174108415e+04,2.0207750587410746e+03
4.5000000000000003e-05,1.6659423559422987e+04,2.3655023914421748e+05,2.3871702584964680e+05,1.5656422582708505e+04,2.0060201629163314e+03
4.5500000000000001e-05,1.6537731632863841e+04,2.3484982652147923e+05,2.3700184282391181e+05,1.5542045127632624e+04,1.9913703102734412e+03
4.6000000000000000e-05,1.6416928628117439e+04,2.3316168992994819e+05,2.3529859287703826e+05,1.5428502967545708e+04,1.9768305895075891e+03
4.6499999999999999e-05,1.6297008051885403e+04,2.3148538035945990e+05,2.3360750625028464e+05,1.5315797209229040e+04,1.9623958528440319e+03
4.6999999999999997e-05,1.6177963458300886e+04,2.2982121024782726e+05,2.3192833034807240e+05,1.5203920653506197e+04,1.9480696848966109e+03
4.7500000000000003e-05,1.6059788448582103e+04,2.2816863030606497e+05,2.3026119458020147e+05,1.5092866636961877e+04,1.9338460462498833e+03
4.8000000000000001e-05,1.5942476670688397e+04,2.2652786403320386e+05,2.2860575931755247e+05,1.4982621944688544e+04,1.9197277132950605e+03
4.8500000000000000e-05,1.5826021818978781e+04,2.2489841917619962e+05,2.2696208330176855e+05,1.4873178519657140e+04,1.9057093400928752e+03
4.8999999999999998e-05,1.5710417633873034e+04,2.2328059982332587e+05,2.2532985585772395e+05,1.4764527387346250e+04,1.8917944992913724e+03
4.9499999999999997e-05,1.5595657901515226e+04,2.2167404889057047e+05,2.2370919965727304e+05,1.4656667223674485e+04,1.8779791744414208e+03
5.0000000000000002e-05,1.5481736453439713e+04,2.2007910574712796e+05,2.2209990528288303e+05,1.4549594781833643e+04,1.8642671753433021e+03
5.0500000000000001e-05,1.5368647166239594e+04,2.1849540666853014e+05,2.2050213561570016e+05,1.4443309914585010e+04,1.8506543792767720e+03
5.1000000000000000e-05,1.5256383961237550e+04,2.1692318010206052e+05,2.1891567882398356e+05,1.4337806042508837e+04,1.8371434538800186e+03
5.1499999999999998e-05,1.5144940804159109e+04,2.1536198263213417e+05,2.1734062103277195e+05,1.4233077007943502e+04,1.8237295620834375e+03
5.1999999999999997e-05,1.5034311704808319e+04,2.1381197439228991e+05,2.1577668198777427e+05,1.4129111519656957e+04,1.8104147524516275e+03
5.2500000000000002e-05,1.4924490716745740e+04,2.1227275457071478e+05,2.1422389325498050e+05,1.4025902309420515e+04,1.7971947075389317e+03
5.3000000000000001e-05,1.4815471936968837e+04,2.1074454783948135e+05,2.1268199622645299e+05,1.3923441380309945e+04,1.7840721151695343e+03
5.3499999999999999e-05,1.4707249505594682e+04,2.0922705878716760e+05,2.1115107333312437e+05,1.3821726767542557e+04,1.7710436922492781e+03
5.3999999999999998e-05,1.4599817605544964e+04,2.0772054208416209e+05,2.0963094528228094e+05,1.3720755012529140e+04,1.7581123364045338e+03
5.4500000000000003e-05,1.4493170462233336e+04,2.0622469675062929e+05,2.0812172751740250e+05,1.3620525135244548e+04,1.7452746746617979e+03
5.5000000000000002e-05,1.4387302343255014e+04,2.0473969136987659e+05,2.0662323891515343e+05,1.3521031075315841e+04,1.7325327179129454e+03
5.5500000000000001e-05,1.4282207558078651e+04,2.0326516066349420e+05,2.0513553521727247e+05,1.3422267111658726e+04,1.7198825130005441e+03
5.5999999999999999e-05,1.4177880457740472e+04,2.0180121966768953e+05,2.0365838058531776e+05,1.3324223427857800e+04,1.7073255867439884e+03
5.6499999999999998e-05,1.4074315434540626e+04,2.0034753571897792e+05,2.0219178781254980e+05,1.3226893406515195e+04,1.6948583848159069e+03
5.7000000000000003e-05,1.3971506921741779e+04,1.9890427633928490e+05,2.0073553765960646e+05,1.3130269843145517e+04,1.6824829549401247e+03
5.7500000000000002e-05,1.3869449393269884e+04,1.9747119265314436e+05,1.9928968407395936e+05,1.3034350373838077e+04,1.6701965633953375e+03
5.8000000000000000e-05,1.3768137363417150e+04,1.9604847778013704e+05,1.9785407112215480e+05,1.2939131452583748e+04,1.6580014421917167e+03
5.8499999999999999e-05,1.3667565386547192e+04,1.9463587818032800e+05,1.9642878017175302e+05,1.2844611546979089e+04,1.6458947815836877e+03
5.8999999999999998e-05,1.3567728056802296e+04,1.9323351889478043e+05,1.9501365390153864e+05,1.2750785043822523e+04,1.6338781120905155e+03
5.9500000000000003e-05,1.3468620007812871e+04,1.9184109380846209e+05,1.9360872638483456e+05,1.2657646607916573e+04,1.6219481469573261e+03
6.0000000000000002e-05,1.3370235912409000e+04,1.9045868525816838e+05,1.9221379589866684e+05,1.2565187586197493e+04,1.6101060314824942e+03
6.0500000000000000e-05,1.3272570482334078e+04,1.8908601262964928e+05,1.9082886214217159e+05,1.2473401911841434e+04,1.5983487914025438e+03
6.0999999999999999e-05,1.3175618467960589e+04,1.8772320152252569e+05,1.8945373640317819e+05,1.2382283039077007e+04,1.5866780020636006e+03
6.1500000000000004e-05,1.3079374658007904e+04,1.8637003904117324e+05,1.8808845216572116e+05,1.2291828365871923e+04,1.5750913512293655e+03
6.2000000000000003e-05,1.2983833879262198e+04,1.8502667273646005e+05,1.8673287206816202e+05,1.2202034339908096e+04,1.5635905758102633e+03
6.2500000000000001e-05,1.2888990996298364e+04,1.8369288580035424e+05,1.8538705261175928e+05,1.2112899067400538e+04,1.5521732991097067e+03
6.3000000000000000e-05,1.2794840911203983e+04,1.8236877107136761e+05,1.8405085538652021e+05,1.2024417328609987e+04,1.5408406940548193e+03
6.3499999999999999e-05,1.2701378563305307e+04,1.8105406824343634e+05,1.8272429883448884e+05,1.1936584135193410e+04,1.5295899874556546e+03
6.3999999999999997e-05,1.2608598928895246e+04,1.7974883558679826e+05,1.8140720804850923e+05,1.1849391774532416e+04,1.5184220410058351e+03
6.4499999999999996e-05,1.2516497020963327e+04,1.7845283310248889e+05,1.8009957356207597e+05,1.1762834655019535e+04,1.5073343307686132e+03
6.4999999999999994e-05,1.2425067888927646e+04,1.7716615514735878e+05,1.7880123086288266e+05,1.1676906789996683e+04,1.4963280776031734e+03
6.5500000000000006e-05,1.2334306618368764e+04,1.7588861724433504e+05,1.7751219857419140e+05,1.1591605448560684e+04,1.4854012994727238e+03
6.6000000000000005e-05,1.2244208330765559e+04,1.7462033267878572e+05,1.7623235442463381e+05,1.1506927125378395e+04,1.4745553589980661e+03
6.6500000000000004e-05,1.2154768183232987e+04,1.7336111368377350e+05,1.7496173654521996e+05,1.1422869697759499e+04,1.4637882192922555e+03
6.7000000000000002e-05,1.2065981368261784e+04,1.7211102895445214e+05,1.7370022187849888e+05,1.1339428297656548e+04,1.4531007831408697e+03
6.7500000000000001e-05,1.1977843113460045e+04,1.7086985435766977e+05,1.7244781750683044e+05,1.1256598252250831e+04,1.4424906808413166e+03
6.7999999999999999e-05,1.1890348681296715e+04,1.6963763024086753e+05,1.7120437003305316e+05,1.1174372625396383e+04,1.4319585603857970e+03
6.8499999999999998e-05,1.1803493368846932e+04,1.6841414890344726e+05,1.6996986359567216e+05,1.1092746242325669e+04,1.4215022540085081e+03
6.8999999999999997e-05,1.1717272507539239e+04,1.6719948111211497e+05,1.6874415324266948e+05,1.1011713599225253e+04,1.4111227127644120e+03
6.9499999999999995e-05,1.1631681462904660e+04,1.6599346526279626e+05,1.6752724672986518e+05,1.0931271911388922e+04,1.4008182181195355e+03
6.9999999999999994e-05,1.1546715634327567e+04,1.6479618853657640e+05,1.6631903428166627e+05,1.0851417755414017e+04,1.3905898458005920e+03
7.0500000000000006e-05,1.1462370454798400e+04,1.6360748655444715e+05,1.6511954033174179e+05,1.0772148872873928e+04,1.3804358304094108e+03
7.1000000000000005e-05,1.1378641390668203e+04,1.6242740970853041e+05,1.6392865452244767e+05,1.0693460713796318e+04,1.3703568681175680e+03
7.1500000000000003e-05,1.1295523941404912e+04,1.6125576293104351e+05,1.6274637565307217e+05,1.0615348894870351e+04,1.3603509116862399e+03
7.2000000000000002e-05,1.1213013639351453e+04,1.6009257310119001e+05,1.6157256789191990e+05,1.0537807132787602e+04,1.3504184462700030e+03
7.2500000000000000e-05,1.1131106049485606e+04,1.5893765863761911e+05,1.6040721096757019e+05,1.0460830623170736e+04,1.3405575904929221e+03
7.2999999999999999e-05,1.1049796769181616e+04,1.5779107230308617e+05,1.5925017601157026e+05,1.0384414285174615e+04,1.3307690875881333e+03
7.3499999999999998e-05,1.0969081427973539e+04,1.5665267121274883e+05,1.5810146280715146e+05,1.0308555332245294e+04,1.3210514327730434e+03
7.3999999999999996e-05,1.0888955687320331e+04,1.5552252244249167e+05,1.5696097209797482e+05,1.0233250445500667e+04,1.3114054792582631e+03
7.4499999999999995e-05,1.0809415240372655e+04,1.5440048075909744e+05,1.5582871803859592e+05,1.0158497296953494e+04,1.3018296820479497e+03
7.4999999999999993e-05,1.0730455811741364e+04,1.5328658255565137e+05,1.5470460095018879e+05,1.0084291626860544e+04,1.2923245776446436e+03
7.5500000000000006e-05,1.0652073157267701e+04,1.5218065648344770e+05,1.5358861359817861e+05,1.0010629319219039e+04,1.2828883804703360e+03
7.6000000000000004e-05,1.0574263063795192e+04,1.5108271923519560e+05,1.5248063472386228e+05,9.9375046482356083e+03,1.2735214504662556e+03
7.6500000000000003e-05,1.0497021348943144e+04,1.4999261067013553e+05,1.5138064108616594e+05,9.8649131420788235e+03,1.2642221399529567e+03
7.7000000000000001e-05,1.0420343860881871e+04,1.4891036969073332e+05,1.5028851724338345e+05,9.7928500948010296e+03,1.2549910304569298e+03
7.7500000000000000e-05,1.0344226478109511e+04,1.4783586896058713e+05,1.4920425713476236e+05,9.7213127540160021e+03,1.2458267931401222e+03
7.7999999999999999e-05,1.0268665109230500e+04,1.4676915992936122e+05,1.4812777048708775e+05,9.6502979194930231e+03,1.2367301068758625e+03
7.8499999999999997e-05,1.0193655692735647e+04,1.4571011326659209e+05,1.4705906371224191e+05,9.5798032409677653e+03,1.2276996081709453e+03
7.8999999999999996e-05,1.0119194196783830e+04,1.4465875458450685e+05,1.4599804623979825e+05,9.5098247253013233e+03,1.2187357090705177e+03
7.9499999999999994e-05,1.0045276618985274e+04,1.4361493216049462e+05,1.4494470646615457e+05,9.4403585044452775e+03,1.2098368392303703e+03
8.0000000000000007e-05,9.9718989861864229e+03,1.4257865495176584e+05,1.4389893539342875e+05,9.3713993351257996e+03,1.2010032616095421e+03
8.0500000000000005e-05,9.8990573542563779e+03,1.4154978065455312e+05,1.4286070786613657e+05,9.3029430465788155e+03,1.1922335217597540e+03
8.1000000000000004e-05,9.8267478078748918e+03,1.4052833742773233e+05,1.4182991980268870e+05,9.2349852683816025e+03,1.1835280743049022e+03
8.1500000000000002e-05,9.7549664603219189e+03,1.3951421102101286e+05,1.4080656088219778e+05,9.1675233071538096e+03,1.1748857371359463e+03
8.2000000000000001e-05,9.6837094532686951e+03,1.3850744064767653e+05,1.3979054859879095e+05,9.1005540895807753e+03,1.1663070513490557e+03
8.2500000000000000e-05,9.6129729565703619e+03,1.3750791035865925e+05,1.3878188352685477e+05,9.0340752769664196e+03,1.1577908048436959e+03
8.2999999999999998e-05,9.5427531680600750e+03,1.3651563742205471e+05,1.3778048296190880e+05,8.9680831223353052e+03,1.1493373119646717e+03
8.3499999999999997e-05,9.4730463133446374e+03,1.3553048655747611e+05,1.3678633217619424e+05,8.9025739884360610e+03,1.1409451815919151e+03
8.3999999999999995e-05,9.4038486456016344e+03,1.3455246083871360e+05,1.3579933261610259e+05,8.8375430544170231e+03,1.1326146011499036e+03
8.4499999999999994e-05,9.3351564453780229e+03,1.3358143298005051e+05,1.3481945799034677e+05,8.7729864239219241e+03,1.1243442778695880e+03
8.5000000000000006e-05,9.2669660203902058e+03,1.3261742276955000e+05,1.3384661394368188e+05,8.7089000292262026e+03,1.1161345660712252e+03
8.5500000000000005e-05,9.1992737053255860e+03,1.3166032710074954e+05,1.3288078708513029e+05,8.6452812528474115e+03,1.1079844074519924e+03
8.6000000000000003e-05,9.1320758616455314e+03,1.3071017554679507e+05,1.3192190169781464e+05,8.5821271525464726e+03,1.0998942334159269e+03
8.6500000000000002e-05,9.0653688773898048e+03,1.2976686354944127e+05,1.3096995396446394e+05,8.5194354253496949e+03,1.0918629595988918e+03
8.7000000000000001e-05,8.9991491669824245e+03,1.2883040189785068e+05,1.3002486804729202e+05,8.4572025524746950e+03,1.0838908232109729e+03
8.7499999999999999e-05,8.9334131710389302e+03,1.2790066924093862e+05,1.2908662703279930e+05,8.3954251120581866e+03,1.0759765840262776e+03
8.7999999999999998e-05,8.8681573561750556e+03,1.2697766418257632e+05,1.2815514136258967e+05,8.3340986567011041e+03,1.0681203704055106e+03
8.8499999999999996e-05,8.8033782148168193e+03,1.2606127221854727e+05,1.2723038418656183e+05,8.2732195415230672e+03,1.0603210263134038e+03
8.8999999999999995e-05,8.7390722650119769e+03,1.2515150659159914e+05,1.2631226956497227e+05,8.2127839736946444e+03,1.0525788263203028e+03
8.9499999999999994e-05,8.6752360502428673e+03,1.2424827378496263e+05,1.2540078193790370e+05,8.1527894228113564e+03,1.0448928176925021e+03
9.0000000000000006e-05,8.6118661392406175e+03,1.2335159574092066e+05,1.2449585157816901e+05,8.0932330789813586e+03,1.0372633439510621e+03
9.0500000000000004e-05,8.5489591258007131e+03,1.2246137769828481e+05,1.2359747138358263e+05,8.0341126920374172e+03,1.0296894296277487e+03
9.1000000000000003e-05,8.4865116285999120e+03,1.2157762540847395e+05,1.2270557156725322e+05,7.9754249553868412e+03,1.0221712507634957e+03
9.1500000000000001e-05,8.4245202910144799e+03,1.2070022943981284e+05,1.2182013374170731e+05,7.9171666485757960e+03,1.0147076954470754e+03
9.2000000000000000e-05,8.3629817809397828e+03,1.1982918501411320e+05,1.2094107617159757e+05,7.8593336571467298e+03,1.0072988457431795e+03
9.2499999999999999e-05,8.3018927906111894e+03,1.1896438861102914e+05,1.2006837187622279e+05,7.8019225677049253e+03,9.9994366237632062e+02
9.2999999999999997e-05,8.2412500364262451e+03,1.1810584834528592e+05,1.1920194226521353e+05,7.7449298384401282e+03,9.9264235620434124e+02
9.3499999999999996e-05,8.1810502587682067e+03,1.1725347902982750e+05,1.1834177029617320e+05,7.6883530330647172e+03,9.8539406536746537e+02
9.3999999999999994e-05,8.1212902218308218e+03,1.1640729654532982e+05,1.1748779156947925e+05,7.6321894732721121e+03,9.7819906260233529e+02
9.4500000000000007e-05,8.0619667134443889e+03,1.1556721463505900e+05,1.1663999655122202e+05,7.5764369735786804e+03,9.7105646614315754e+02
9.5000000000000005e-05,8.0030765449031232e+03,1.1473323513525199e+05,1.1579832083019070e+05,7.5210924251812485e+03,9.6396640336502776e+02
9.5500000000000004e-05,7.9446165507937430e+03,1.1390525890635356e+05,1.1496274508709052e+05,7.4661527962552500e+03,9.5692787245948443e+02
