time_s,injected_current_A,voltage_Node_1_V,voltage_Node_2_V,i1_Line_1_e1_A,i2_Line_1_e1_A
9.6000000000000002e-05,7.8865835888253250e+03,1.1308327863118643e+05,1.1413319444921339e+05,7.4116142713083900e+03,9.4994091917280912e+02
9.6500000000000001e-05,7.8289745396604130e+03,1.1226720031111201e+05,1.1330964212251626e+05,7.3574736508063615e+03,9.4300460480863535e+02
9.7000000000000000e-05,7.7717863067473436e+03,1.1145702804187566e+05,1.1249201598801985e+05,7.3037276232051081e+03,9.3611908913318041e+02
9.7499999999999998e-05,7.7150158161538011e+03,1.1065268393223043e+05,1.1168029804593498e+05,7.2503738503522845e+03,9.2928358917993887e+02
9.7999999999999997e-05,7.6586600164015954e+03,1.0985417903665020e+05,1.1087442866875534e+05,7.1974097833384549e+03,9.2249832042066078e+02
9.8499999999999995e-05,7.6027158783026371e+03,1.0906143454199698e+05,1.1007439655228089e+05,7.1448333093770534e+03,9.1576248239816027e+02
9.8999999999999994e-05,7.5471803947961198e+03,1.0827444924970102e+05,1.0928014209509720e+05,7.0926415043884117e+03,9.0907616368862512e+02
9.9500000000000006e-05,7.4920505807868767e+03,1.0749313297992270e+05,1.0849164545998856e+05,7.0408315134217464e+03,9.0243845773538624e+02
1.0000000000000000e-04,7.4373234729849491e+03,1.0671747653352715e+05,1.0770883784064828e+05,6.9893997910997095e+03,8.9584938181776670e+02
1.0050000000000000e-04,7.3829961297462851e+03,1.0594739423114997e+05,1.0693169286344611e+05,6.9383433360574045e+03,8.8930808456943123e+02
1.0100000000000000e-04,7.3290656309146279e+03,1.0518288702323733e+05,1.0616014414940917e+05,6.8876590487873873e+03,8.8281468467200739e+02
1.0150000000000000e-04,7.2755290776645643e+03,1.0442388345647458e+05,1.0539417314392485e+05,6.8373446910806742e+03,8.7636846817867990e+02
1.0200000000000000e-04,7.2223835923457000e+03,1.0367039073847511e+05,1.0463372452027124e+05,6.7873978402473304e+03,8.6996960406646770e+02
1.0250000000000000e-04,7.1696263183279816e+03,1.0292233661946462e+05,1.0387878571889861e+05,6.7378164613284325e+03,8.6361736296914967e+02
1.0300000000000000e-04,7.1172544198481582e+03,1.0217971756046081e+05,1.0312930146850317e+05,6.6885978030326150e+03,8.5731180250226657e+02
1.0349999999999999e-04,7.0652650818573493e+03,1.0144245123901183e+05,1.0238525172999312e+05,6.6397391764187532e+03,8.5105209912759892e+02
1.0399999999999999e-04,7.0136555098697299e+03,1.0071052708827803e+05,1.0164657309614125e+05,6.5912372814523715e+03,8.4483824787227741e+02
1.0450000000000001e-04,6.9624229298123319e+03,9.9983866749250883e+04,1.0091323978416316e+05,6.5430893008540043e+03,8.3866947374336132e+02
1.0500000000000000e-04,6.9115645878759351e+03,9.9262468719256256e+04,1.0018519053937364e+05,6.4952923309928156e+03,8.3254586232474708e+02
1.0550000000000000e-04,6.8610777503670315e+03,9.8546267263761038e+04,9.9462406561072581e+04,6.4478442337930137e+03,8.2646676047071219e+02
1.0600000000000000e-04,6.8109597035609049e+03,9.7835266524529376e+04,9.8744836419184008e+04,6.4007427089338216e+03,8.2043229930053769e+02
1.0650000000000000e-04,6.7612077535557546e+03,9.7129400077389568e+04,9.8032466700831166e+04,6.3539858022557673e+03,8.1444181203263520e+02
1.0700000000000000e-04,6.7118192261279009e+03,9.6428662593202491e+04,9.7325246053974610e+04,6.3075709242945213e+03,8.0849533158428676e+02
1.0750000000000000e-04,6.6627914665880317e+03,9.5732978686139948e+04,9.6623154478442666e+04,6.2614955420408678e+03,8.0259210726397396e+02
1.0800000000000000e-04,6.6141218396385257e+03,9.5042336825378065e+04,9.5926133401210071e+04,6.2157565793193517e+03,7.9673211679000451e+02
1.0849999999999999e-04,6.5658077292317921e+03,9.4356665134598181e+04,9.5234157752458530e+04,6.1703513902064060e+03,7.9091465239857587e+02
1.0900000000000001e-04,6.5178465384296514e+03,9.3675960208961042e+04,9.4547170878401288e+04,6.1252772525086257e+03,7.8513977298692760e+02
1.0950000000000001e-04,6.4702356892637617e+03,9.3000161424136342e+04,9.3865153968574232e+04,6.0805321272921256e+03,7.7940687930608010e+02
1.1000000000000000e-04,6.4229726225970362e+03,9.2329270482072810e+04,9.3188059139743214e+04,6.0361138323136238e+03,7.7371607158446488e+02
1.1050000000000000e-04,6.3760547979860894e+03,9.1663226160073449e+04,9.2515872439998682e+04,5.9920204955661648e+03,7.6806673847915022e+02
1.1100000000000000e-04,6.3294796935446921e+03,9.1002021776465175e+04,9.1848546081362583e+04,5.9482496793015280e+03,7.6245889323690403e+02
1.1150000000000000e-04,6.2832448058082100e+03,9.0345588106084935e+04,9.1186060285127474e+04,5.9047989970667240e+03,7.5689184948178502e+02
1.1200000000000000e-04,6.2373476495990417e+03,8.9693912971614540e+04,9.0528360829914745e+04,5.8616655777459255e+03,7.5136557157087327e+02
1.1250000000000000e-04,6.1917857578930380e+03,8.9046930270861485e+04,8.9875423443955078e+04,5.8188469351984104e+03,7.4587941127278225e+02
1.1300000000000000e-04,6.1465566816868995e+03,8.8404635137008561e+04,8.9227195625484368e+04,5.7763405156781646e+03,7.4043340596973599e+02
1.1349999999999999e-04,6.1016579898665359e+03,8.7766971536417754e+04,8.8583658734353201e+04,5.7341443775461676e+03,7.3502700445957487e+02
1.1400000000000001e-04,6.0570872690763863e+03,8.7133939235186146e+04,8.7944768128807074e+04,5.6922564520735614e+03,7.2966028172842516e+02
1.1450000000000000e-04,6.0128421235897140e+03,8.6505481679544537e+04,8.7310509563564789e+04,5.6506749495463682e+03,7.2433267581837231e+02
1.1500000000000000e-04,5.9689201751798173e+03,8.5881591184243705e+04,8.6680838504996907e+04,5.6093975745728258e+03,7.1904418435860737e+02
1.1550000000000000e-04,5.9253190629922028e+03,8.5262204025468018e+04,8.6055735533056330e+04,5.5684220785132584e+03,7.1379417807596838e+02
1.1600000000000000e-04,5.8820364434176918e+03,8.4647307629164949e+04,8.5435150362305227e+04,5.5277457787294334e+03,7.0858261112827131e+02
1.1650000000000000e-04,5.8390699899664442e+03,8.4036841063077954e+04,8.4819059575618259e+04,5.4873663382894338e+03,7.0340888828701031e+02
1.1700000000000000e-04,5.7964173931429004e+03,8.3430798351089907e+04,8.4207414435136219e+04,5.4472813601392245e+03,6.9827302960876125e+02
1.1750000000000000e-04,5.7540763603216592e+03,8.2829127603209112e+04,8.3600196607174672e+04,5.4074889974756961e+03,6.9317452694241456e+02
1.1800000000000000e-04,5.7120446156242324e+03,8.2231827056797803e+04,8.2997364422841725e+04,5.3679872903750884e+03,6.8811343463185403e+02
1.1849999999999999e-04,5.6703198997967193e+03,8.1638844369002793e+04,8.2398903535126432e+04,5.3287745306520046e+03,6.8308923493598900e+02
1.1900000000000001e-04,5.6288999700883687e+03,8.1050171129698661e+04,8.1804772392622195e+04,5.2898485565818683e+03,6.7810191314433905e+02
1.1950000000000000e-04,5.5877826001310323e+03,8.0465748551931407e+04,8.1214952035675175e+04,5.2512072491702511e+03,6.7315089094272878e+02
1.2000000000000000e-04,5.5469655798194872e+03,7.9885563861156726e+04,8.0629395753905323e+04,5.2128480995260979e+03,6.6823611482771457e+02
1.2050000000000000e-04,5.5064467151926428e+03,7.9309560776022117e+04,8.0048081019473117e+04,5.1747689102243394e+03,6.6335703699373596e+02
1.2100000000000000e-04,5.4662238283156221e+03,7.8737732494207041e+04,7.9470962520331232e+04,5.1369674302106050e+03,6.5851366357725806e+02
1.2150000000000000e-04,5.4262947571626783e+03,7.8170030881829967e+04,7.8898022330948603e+04,5.0994419046305775e+03,6.5370552518065142e+02
1.2200000000000000e-04,5.3866573555009982e+03,7.7606452977298613e+04,7.8329221517368409e+04,5.0621904776022257e+03,6.4893265926606432e+02
1.2250000000000000e-04,5.3473094927753309e+03,7.7046950251886999e+04,7.7764545779751905e+04,5.0252115210342099e+03,6.4419458786519090e+02
1.2300000000000001e-04,5.3082490539934770e+03,7.6491513793294493e+04,7.7203956308160370e+04,4.9885029987830603e+03,6.3949128658567861e+02
1.2349999999999999e-04,5.2694739396125933e+03,7.5940089264720707e+04,7.6647434677233512e+04,4.9520629138571085e+03,6.3482222280279029e+02
1.2400000000000001e-04,5.2309820654263476e+03,7.5392663844867391e+04,7.6094937436146472e+04,4.9158889179441676e+03,6.3018733739137065e+02
1.2449999999999999e-04,5.1927713624528969e+03,7.4849185454335267e+04,7.5546442964066679e+04,4.8799789441923731e+03,6.2558612516794381e+02
1.2500000000000000e-04,5.1548397768236546e+03,7.4309646692050970e+04,7.5001909078230936e+04,4.8443308777789298e+03,6.2101858112503351e+02
1.2549999999999999e-04,5.1171852696729220e+03,7.3774002842010945e+04,7.4461318335819029e+04,4.8089430526221740e+03,6.1648427089651682e+02
1.2600000000000000e-04,5.0798058170282739e+03,7.3242250011327633e+04,7.3924634325757768e+04,4.7738137121321251e+03,6.1198321814686403e+02
1.2650000000000001e-04,5.0426994097017805e+03,7.2714343139341028e+04,7.3391842910318359e+04,4.7389413063867305e+03,6.0751498083372962e+02
1.2700000000000000e-04,5.0058640531820074e+03,7.2190272989411693e+04,7.2862907806703413e+04,4.7043239172842650e+03,6.0307952704171976e+02
1.2750000000000001e-04,4.9692977675268039e+03,7.1669989252504311e+04,7.2337811175849551e+04,4.6699596626763205e+03,5.9867636528672597e+02
1.2799999999999999e-04,4.9329985872568877e+03,7.1153479180395341e+04,7.1816512548878993e+04,4.6358463429916710e+03,5.9430543246111245e+02
1.2850000000000001e-04,4.8969645612501899e+03,7.0640694504832703e+04,7.1298991216665003e+04,4.6019820137005208e+03,5.8996626184688716e+02
1.2899999999999999e-04,4.8611937526369884e+03,7.0131627408710425e+04,7.0785207864036391e+04,4.5683646872541303e+03,5.8565883956060179e+02
1.2950000000000000e-04,4.8256842386957887e+03,6.9626236296860967e+04,7.0275145584028243e+04,4.5349927829837934e+03,5.8138276302401459e+02
1.2999999999999999e-04,4.7904341107499868e+03,6.9124516562598379e+04,6.9768770298412390e+04,4.5018646389051719e+03,5.7713804463986094e+02
1.3050000000000000e-04,4.7554414740652619e+03,6.8626426309644376e+04,6.9266068119418429e+04,4.4689787809889767e+03,5.7292427494135291e+02
1.3100000000000001e-04,4.7207044477477493e+03,6.8131956118748523e+04,6.8767005099526184e+04,4.4363334021342225e+03,5.6874141624533399e+02
1.3150000000000000e-04,4.6862211646429269e+03,6.7641059339858330e+04,6.8271564020720514e+04,4.4039267283220897e+03,5.6458901425820841e+02
1.3200000000000001e-04,4.6519897712352540e+03,6.7153723390502288e+04,6.7779707150368922e+04,4.3717566980275096e+03,5.6046700320610955e+02
1.3250000000000000e-04,4.6180084275485569e+03,6.6669903471382859e+04,6.7291414685764932e+04,4.3398214814022713e+03,5.5637495121669735e+02
1.3300000000000001e-04,4.5842753070471035e+03,6.6189591495962348e+04,6.6806649947070924e+04,4.3081192099306054e+03,5.5231283738605714e+02
1.3349999999999999e-04,4.5507885965374517e+03,6.5712748727550876e+04,6.6325396599396205e+04,4.2766483848936914e+03,5.4828028808076613e+02
1.3400000000000000e-04,4.5175464960709687e+03,6.5239370022461924e+04,6.5847622726201167e+04,4.2454074343254852e+03,5.4427730653133835e+02
1.3449999999999999e-04,4.4845472188470922e+03,6.4769416380791656e+04,6.5373314755854612e+04,4.2143949575681272e+03,5.4030351291188435e+02
1.3500000000000000e-04,4.4517889911172806e+03,6.4302878313231085e+04,6.4902440903498653e+04,4.1836092519369540e+03,5.3635886519887265e+02
1.3549999999999999e-04,4.4192700520896806e+03,6.3839712504935553e+04,6.4434984593322275e+04,4.1530486452419500e+03,5.3244294283999204e+02
1.3600000000000000e-04,4.3869886538344726e+03,6.3379906610057340e+04,6.3970910610311083e+04,4.1227112042996587e+03,5.2855567844973871e+02
1.3650000000000001e-04,4.3549430611899270e+03,6.2923418997001456e+04,6.3510200045286532e+04,4.0925952068527859e+03,5.2469667183197612e+02
1.3700000000000000e-04,4.3231315516691293e+03,6.2470241427117959e+04,6.3052818646546584e+04,4.0626988958151928e+03,5.2086589658153093e+02
1.3750000000000001e-04,4.2915524153674005e+03,6.2020337789258512e+04,6.2598750674109957e+04,4.0330208509122581e+03,5.1706300550456740e+02
1.3799999999999999e-04,4.2602039548703860e+03,6.1573702546372675e+04,6.2147966218291331e+04,4.0035595857334442e+03,5.1328799438358010e+02
1.3850000000000001e-04,4.2290844851628135e+03,6.1130299357181095e+04,6.1700452072412430e+04,3.9743137703088341e+03,5.0954051044955145e+02
1.3899999999999999e-04,4.1981923335379315e+03,6.0690118751215487e+04,6.1256178458285955e+04,3.9452818002057679e+03,5.0582050849846235e+02
1.3950000000000000e-04,4.1675258395075853e+03,6.0253120463116422e+04,6.0815129452758098e+04,3.9164620991457341e+03,5.0212759869196657e+02
1.3999999999999999e-04,4.1370833547129769e+03,5.9819292436978874e+04,6.0377272162949135e+04,3.8878528534466586e+03,4.9846171287478933e+02
1.4050000000000000e-04,4.1068632428360543e+03,5.9388595942376138e+04,5.9942588554577931e+04,3.8594524418493165e+03,4.9482247973798951e+02
1.4100000000000001e-04,4.0768638795115653e+03,5.8961022682045565e+04,5.9511046618371358e+04,3.8312592116650853e+03,4.9120986861899735e+02
1.4150000000000000e-04,4.0470836522397444e+03,5.8536538962579136e+04,5.9082631221518175e+04,3.8032718175612622e+03,4.8762355654520906e+02
1.4200000000000001e-04,4.0175209602996310e+03,5.8115138970078166e+04,5.8657314320565136e+04,3.7754888543621955e+03,4.8406353327508026e+02
1.4249999999999999e-04,3.9881742146630418e+03,5.7696788809976220e+04,5.8235083108661456e+04,3.7479090600042227e+03,4.8052947081014378e+02
1.4300000000000001e-04,3.9590418379091457e+03,5.7281479100315482e+04,5.7815909672757392e+04,3.7205309225302417e+03,4.7702132170675219e+02
1.4349999999999999e-04,3.9301222641396862e+03,5.6869172371884611e+04,5.7399778744405354e+04,3.6933529560129900e+03,4.7353872417087774e+02
1.4400000000000000e-04,3.9014139388948042e+03,5.6459856897888851e+04,5.6986659577298524e+04,3.6663734581911413e+03,4.7008160994586439e+02
1.4449999999999999e-04,3.8729153190694951e+03,5.6053496612167794e+04,5.6576534989155887e+04,3.6395909026636618e+03,4.6664963414436124e+02
1.4500000000000000e-04,3.8446248728306496e+03,5.5650083232912017e+04,5.6169375045983019e+04,3.6130037346218360e+03,4.6324276286399078e+02
1.4550000000000001e-04,3.8165410795347316e+03,5.5249585298267601e+04,5.5765165226062549e+04,3.5866106802105915e+03,4.5986069538020035e+02
1.4600000000000000e-04,3.7886624296460350e+03,5.4851996811749028e+04,5.5363879224007644e+04,3.5604104113223570e+03,4.5650341660370145e+02
1.4650000000000001e-04,3.7609874246555346e+03,5.4457286135800794e+04,5.4965504656477780e+04,3.5344017309692895e+03,4.5317062127462805e+02
1.4700000000000000e-04,3.7335145770003610e+03,5.4065444030976389e+04,5.4570015346687236e+04,3.5085832142525637e+03,4.4986226047064440e+02
1.4750000000000001e-04,3.7062424099838222e+03,5.3676435598611264e+04,5.4177396676373100e+04,3.4829534603689067e+03,4.4657799807746596e+02
1.4799999999999999e-04,3.6791694576960454e+03,5.3290249468769602e+04,5.3787619887498971e+04,3.4575108710690470e+03,4.4331776626362324e+02
1.4850000000000000e-04,3.6522942649351671e+03,5.2906852028104870e+04,5.3400668623783204e+04,3.4322540090840685e+03,4.4008124437433514e+02
1.4899999999999999e-04,3.6256153871291299e+03,5.2526235068433220e+04,5.3016514875484441e+04,3.4071814114333465e+03,4.3686839609842468e+02
1.4950000000000000e-04,3.5991313902580223e+03,5.2148369191973557e+04,5.2635144729354615e+04,3.3822918723388711e+03,4.3367894119702885e+02
1.4999999999999999e-04,3.5728408507770059e+03,5.1773248295599420e+04,5.2256533500894511e+04,3.3575841367552921e+03,4.3051286070433929e+02
1.5050000000000000e-04,3.5467423555397954e+03,5.1400842828274639e+04,5.1880669244973455e+04,3.3330570699294722e+03,4.2736987028580506e+02
1.5100000000000001e-04,3.5208345017227020e+03,5.1031143734274650e+04,5.1507527403349726e+04,3.3087093289369936e+03,4.2424992015313353e+02
1.5150000000000000e-04,3.4951158967492315e+03,5.0664118483776219e+04,5.1137093998319528e+04,3.2845395931824723e+03,4.2115269776892910e+02
1.5200000000000001e-04,3.4695851582152231e+03,5.0299756082236403e+04,5.0769342116859552e+04,3.2605463616177467e+03,4.1807813613728706e+02
1.5249999999999999e-04,3.4442409138145595e+03,4.9938025179655080e+04,5.0404256200502132e+04,3.2367282807594847e+03,4.1502593688487377e+02
1.5300000000000001e-04,3.4190818012653822e+03,4.9578917686622721e+04,5.0041810026828709e+04,3.2130839738268205e+03,4.1199606196842308e+02
1.5349999999999999e-04,3.3941064682368910e+03,4.9222406118232058e+04,4.9681990283322884e+04,3.1896122998008909e+03,4.0898825005472486e+02
1.5400000000000000e-04,3.3693135722766347e+03,4.8868484325551668e+04,4.9324773798939204e+04,3.1663120728572944e+03,4.0600247910234941e+02
1.5449999999999999e-04,3.3447017807383681e+03,4.8517124690284661e+04,4.8970149074256973e+04,3.1431822176550040e+03,4.0303848407780617e+02
1.5500000000000000e-04,3.3202697707104076e+03,4.8168318371187583e+04,4.8618093061741580e+04,3.1202214684703044e+03,4.0009621481720137e+02
1.5550000000000001e-04,3.2960162289445348e+03,4.7822035026276200e+04,4.8268592410694473e+04,3.0974285802906707e+03,3.9717538048293852e+02
1.5600000000000000e-04,3.2719398517853992e+03,4.7478264047504083e+04,4.7921621923038809e+04,3.0748021429927853e+03,3.9427591522971954e+02
1.5650000000000001e-04,3.2480393451004479e+03,4.7136976177848985e+04,4.7577166808477385e+04,3.0523408818815378e+03,3.9139754122028262e+02
1.5699999999999999e-04,3.2243134242103702e+03,4.6798163481136871e+04,4.7235202507376031e+04,3.0300435011340774e+03,3.8854021922803827e+02
1.5750000000000001e-04,3.2007608138200335e+03,4.6461800248387764e+04,4.6895716296251507e+04,3.0079089212689692e+03,3.8570370540394686e+02
1.5799999999999999e-04,3.1773802479499468e+03,4.6127880333207868e+04,4.6558686418768484e+04,2.9859360220071258e+03,3.8288797528996218e+02
1.5850000000000000e-04,3.1541704698682011e+03,4.5796377910879339e+04,4.6224101822960918e+04,2.9641237846377271e+03,3.8009278169371441e+02
1.5899999999999999e-04,3.1311302320229320e+03,4.5467284376852287e+04,4.5891940872967440e+04,2.9424710161531425e+03,3.7731807446480161e+02
1.5950000000000000e-04,3.1082582959752440e+03,4.5140571414013102e+04,4.5562190828558159e+04,2.9209765427712691e+03,3.7456358278412159e+02
1.6000000000000001e-04,3.0855534323326638e+03,4.4816228805934850e+04,4.5234828088162729e+04,2.8996390394979144e+03,3.7182924219370756e+02
1.6050000000000000e-04,3.0630144206830473e+03,4.4494229234883096e+04,4.4909838599127528e+04,2.8784573057510183e+03,3.6911479382585304e+02
1.6100000000000001e-04,3.0406400495289777e+03,4.4174564943601457e+04,4.4587199351014569e+04,2.8574301217780912e+03,3.6642019771307753e+02
1.6150000000000000e-04,3.0184291162226586e+03,4.3857211874632485e+04,4.4266898194644178e+04,2.8365564665190368e+03,3.6374522620762917e+02
1.6200000000000001e-04,2.9963804269012580e+03,4.3542163922115258e+04,4.3948914697433887e+04,2.8158352817291379e+03,3.6108985297534082e+02
1.6249999999999999e-04,2.9744927964227427e+03,4.3229396928605944e+04,4.3633238252033509e+04,2.7952656026032546e+03,3.5845384734857913e+02
1.6300000000000000e-04,2.9527650483021753e+03,4.2918902541471485e+04,4.3319848543101332e+04,2.7748463046350121e+03,3.5583715949559326e+02
1.6349999999999999e-04,2.9311960146484780e+03,4.2610654321290116e+04,4.3008733422115896e+04,2.7545762811758414e+03,3.5323953710510614e+02
1.6400000000000000e-04,2.9097845361016525e+03,4.2304642443576100e+04,4.2699870775874922e+04,2.7344542869988172e+03,3.5066091727882792e+02
1.6449999999999999e-04,2.8885294617704685e+03,4.2000841390831563e+04,4.2393247258409094e+04,2.7144791912577257e+03,3.4810105870835815e+02
1.6500000000000000e-04,2.8674296491705973e+03,4.1699243603184841e+04,4.2088841304614718e+04,2.6946498457081543e+03,3.4555992103919704e+02
1.6550000000000001e-04,2.8464839641632066e+03,4.1399826561387206e+04,4.1786641322601834e+04,2.6749652847070679e+03,3.4303729166375683e+02
1.6600000000000000e-04,2.8256912808939951e+03,4.1102584229522356e+04,4.1486628119593013e+04,2.6554245086954161e+03,3.4053314281301255e+02
1.6650000000000001e-04,2.8050504817326769e+03,4.0807494002477011e+04,4.1188791526385001e+04,2.6360266041189016e+03,3.3804725915373206e+02
1.6699999999999999e-04,2.7845604572129137e+03,4.0514547789045566e+04,4.0893112464088124e+04,2.6167705110097199e+03,3.3557959140831372e+02
1.6750000000000001e-04,2.7642201059726699e+03,4.0223720894209851e+04,4.0599579355516427e+04,2.5976551859957135e+03,3.3312990441205545e+02
1.6799999999999999e-04,2.7440283346950214e+03,3.9935003881908531e+04,4.0308171476866395e+04,2.5786794586485917e+03,3.3069813694576294e+02
1.6850000000000000e-04,2.7239840580493851e+03,3.9648372908739162e+04,4.0018876157817285e+04,2.5598422637570266e+03,3.2828406398726264e+02
1.6899999999999999e-04,2.7040861986331797e+03,3.9363820624751708e+04,3.9731673183415551e+04,2.5411425203221838e+03,3.2588764507502350e+02
1.6950000000000000e-04,2.6843336869139166e+03,3.9081325945446166e+04,3.9446551500367190e+04,2.5225793152292113e+03,3.2350868158796231e+02
1.7000000000000001e-04,2.6647254611717112e+03,3.8800882927135841e+04,3.9163493078085849e+04,2.5041517044148004e+03,3.2114714468019827e+02
1.7050000000000000e-04,2.6452604674422155e+03,3.8522470412180191e+04,3.8882488176193358e+04,2.4858588229991633e+03,3.1880283327374258e+02
1.7100000000000001e-04,2.6259376594599598e+03,3.8246080575648026e+04,3.8603518874582114e+04,2.4676996718263026e+03,3.1647569882275070e+02
1.7149999999999999e-04,2.6067559986021242e+03,3.7971690345914380e+04,3.8326574145906838e+04,2.4496732671684026e+03,3.1416552207930994e+02
1.7200000000000001e-04,2.5877144538327034e+03,3.7699290668773465e+04,3.8051634564992906e+04,2.4317785087849757e+03,3.1187224357923338e+02
1.7249999999999999e-04,2.5688120016470921e+03,3.7428859260213569e+04,3.7778688106332047e+04,2.4140143932551478e+03,3.0959565343444774e+02
1.7300000000000000e-04,2.5500476260170676e+03,3.7160388987872051e+04,3.7507715817712859e+04,2.3963799028400422e+03,3.0733571129463940e+02
1.7349999999999999e-04,2.5314203183361810e+03,3.6893860107331420e+04,3.7238707164549473e+04,2.3788741741812373e+03,3.0509223156685107e+02
1.7400000000000000e-04,2.5129290773655375e+03,3.6629266783495768e+04,3.6971645206580055e+04,2.3614963156756339e+03,3.0286518461632886e+02
1.7450000000000001e-04,2.4945729091799858e+03,3.6366589210333987e+04,3.6706520620708790e+04,2.3442455086262516e+03,3.0065438263968014e+02
1.7500000000000000e-04,2.4763508271146893e+03,3.6105819830236491e+04,3.6443316573739503e+04,2.3271208111830747e+03,2.9845977795228941e+02
1.7550000000000001e-04,2.4582618517120877e+03,3.5846937084859783e+04,3.6182022565944804e+04,2.3101212958419947e+03,2.9628116610940265e+02
1.7600000000000000e-04,2.4403050106692604e+03,3.5589932292875987e+04,3.5922620387370596e+04,2.2932459282660748e+03,2.9411848944202154e+02
1.7650000000000001e-04,2.4224793387856548e+03,3.5334784625135318e+04,3.5665098626898747e+04,2.2764937632191213e+03,2.9197155215116425e+02
1.7699999999999999e-04,2.4047838779112121e+03,3.5081487170530221e+04,3.5409439514648824e+04,2.2598638424928836e+03,2.8984031416432526e+02
1.7750000000000000e-04,2.3872176768948584e+03,3.4830021437939547e+04,3.5155633014052510e+04,2.2433553498308911e+03,2.8772460204312404e+02
1.7799999999999999e-04,2.3697797915333895e+03,3.4580381712293936e+04,3.4903663208537720e+04,2.2269674432042129e+03,2.8562438559292622e+02
1.7850000000000000e-04,2.3524692845207082e+03,3.4332549451362444e+04,3.4653521179044132e+04,2.2106993476955545e+03,2.8353948939194288e+02
1.7899999999999999e-04,2.3352852253974497e+03,3.4086517362815212e+04,3.4405191112690969e+04,2.1945501754621346e+03,2.8146986670619799e+02
1.7950000000000000e-04,2.3182266905009651e+03,3.3842265301195090e+04,3.4158663014732607e+04,2.1785190520015858e+03,2.7941532688354403e+02
1.8000000000000001e-04,2.3012927629156779e+03,3.3599784947191656e+04,3.3913919813663058e+04,2.1626050048953357e+03,2.7737581406104141e+02
1.8050000000000000e-04,2.2844825324237941e+03,3.3359056831079564e+04,3.3670950682909359e+04,2.1468071437084523e+03,2.7535114557905342e+02
1.8100000000000001e-04,2.2677950954563771e+03,3.3120074263397924e+04,3.3429738960830698e+04,2.1311245662716788e+03,2.7334128176619220e+02
1.8149999999999999e-04,2.2512295550447852e+03,3.2882819926625452e+04,3.3190275087695867e+04,2.1155565008922222e+03,2.7134606054094650e+02
1.8200000000000001e-04,2.2347850207724491e+03,3.2647288233057268e+04,3.2952544108767062e+04,2.1001021523735267e+03,2.6936545132799927e+02
1.8249999999999999e-04,2.2184606087270226e+03,3.2413461823694273e+04,3.2716537494488002e+04,2.0847607872656372e+03,2.6739929027248473e+02
1.8300000000000000e-04,2.2022554414528599e+03,3.2181333666942224e+04,3.2482240390511291e+04,2.0695315686284830e+03,2.6544753164712859e+02
1.8349999999999999e-04,2.1861686479038617e+03,3.1950884938532683e+04,3.2249643284274181e+04,2.0544136719263042e+03,2.6350999767367591e+02
1.8400000000000000e-04,2.1701993633966467e+03,3.1722107668859400e+04,3.2018730171950770e+04,2.0394061829482725e+03,2.6158663428211651e+02
1.8450000000000001e-04,2.1543467295640803e+03,3.1494983660338523e+04,3.1789490782367262e+04,2.0245082628847290e+03,2.5967727108747277e+02
1.8500000000000000e-04,2.1386098943091324e+03,3.1269506442868253e+04,3.1561909493759889e+04,2.0097190623346269e+03,2.5778186890647999e+02
1.8550000000000001e-04,2.1229880117590769e+03,3.1045659799232533e+04,3.1335977201815498e+04,1.9950378517448823e+03,2.5590027628485677e+02
1.8599999999999999e-04,2.1074802422200282e+03,3.0823438273019958e+04,3.1111679856152576e+04,1.9804638801481992e+03,2.5403246240368662e+02
1.8650000000000001e-04,2.0920857521318026e+03,3.0602825614428755e+04,3.0889009301245045e+04,1.9659964533412613e+03,2.5217827423058469e+02
1.8699999999999999e-04,2.0768037140231158e+03,3.0383815046038737e+04,3.0667951583903443e+04,1.9516347823644917e+03,2.5033766707327624e+02
1.8750000000000000e-04,2.0616333064671044e+03,3.0166388980886859e+04,3.0448497650984405e+04,1.9373780897892730e+03,2.4851047519083619e+02
1.8799999999999999e-04,2.0465737140371759e+03,2.9950539785656401e+04,3.0230632501025073e+04,1.9232255161547050e+03,2.4669664627344164e+02
1.8850000000000000e-04,2.0316241272631707e+03,2.9736250454964222e+04,3.0014346389893908e+04,1.9091762712941579e+03,2.4489602142233053e+02
1.8900000000000001e-04,2.0167837425878643e+03,2.9523514733594602e+04,2.9799624672552018e+04,1.8952295555095216e+03,2.4310856199888673e+02
1.8950000000000000e-04,2.0020517623237658e+03,2.9312317437144142e+04,2.9586458678644765e+04,1.8813846790751118e+03,2.4133412650773749e+02
1.9000000000000001e-04,1.9874273946102437e+03,2.9102653241587464e+04,2.9374835208691347e+04,1.8676409327828082e+03,2.3957268398776438e+02
1.9050000000000000e-04,1.9729098533709648e+03,2.8894506938202983e+04,2.9164746465056400e+04,1.8539976595466765e+03,2.3782409154786004e+02
1.9100000000000001e-04,1.9584983582716386e+03,2.8687871995563735e+04,2.8956179342378102e+04,1.8404541156365947e+03,2.3608830553591466e+02
1.9149999999999999e-04,1.9441921346780746e+03,2.8482731987177096e+04,2.8749125224358839e+04,1.8270095680369193e+03,2.3436517148553830e+02
1.9200000000000000e-04,1.9299904136145451e+03,2.8279079601786063e+04,2.8543570051547984e+04,1.8136632088121055e+03,2.3265463879837307e+02
