solver,length_m,rho_ohm_m,frequency_hz,z_real_ohm,z_imag_ohm,z_magnitude_ohm,z_phase_deg
mHEM,10,30,9.1727593538978025e+06,2.6109718660640933e+01,1.3993120770978875e+01,2.9623045715270766e+01,2.8188430067128483e+01
mHEM,10,30,9.4406087628592253e+06,2.6390872955928959e+01,1.4085874266457909e+01,2.9914712588063480e+01,2.8090640680930530e+01
mHEM,10,30,9.7162795157710575e+06,2.6675225006200449e+01,1.4177519362344961e+01,3.0208768336380217e+01,2.7990036884443406e+01
mHEM,10,30,1.0000000000000000e+07,2.6962791574366243e+01,1.4267953591241794e+01,3.0505190200432203e+01,2.7886538613304822e+01
mHEM,10,300,1.0000000000000000e+02,4.2910717184468503e+01,-5.1769973797704254e-02,4.2910748413604111e+01,-6.9124912366743632e-02
mHEM,10,300,1.0292005271944286e+02,4.2909924216389399e+01,-5.2477153643164937e-02,4.2909956305127324e+01,-7.0070455274374444e-02
mHEM,10,300,1.0592537251772886e+02,4.2909119758886192e+01,-5.3193281954561480e-02,4.2909152730014171e+01,-7.1028000814809922e-02
mHEM,10,300,1.0901844923851279e+02,4.2908303645797858e+01,-5.3918416434544411e-02,4.2908337522626304e+01,-7.1997627759786964e-02
mHEM,10,300,1.1220184543019630e+02,4.2907475707626034e+01,-5.4652919463583575e-02,4.2907510514385756e+01,-7.2979821772980263e-02
mHEM,10,300,1.1547819846894582e+02,4.2906635774536170e+01,-5.5396409891451281e-02,4.2906671535449306e+01,-7.3974075712867710e-02
mHEM,10,300,1.1885022274370189e+02,4.2905783671422100e+01,-5.6149501095249951e-02,4.2905820411983086e+01,-7.4981210519132133e-02
mHEM,10,300,1.2232071190499313e+02,4.2904919223256833e+01,-5.6911902210910345e-02,4.2904956969082335e+01,-7.6000839700978845e-02
mHEM,10,300,1.2589254117941675e+02,4.2904042250288285e+01,-5.7684085771145290e-02,4.2904081028129170e+01,-7.7033596252128522e-02
mHEM,10,300,1.2956866975170189e+02,4.2903152572629693e+01,-5.8465648617879562e-02,4.2903192409218342e+01,-7.8078943803241749e-02
mHEM,10,300,1.3335214321633239e+02,4.2902250005537852e+01,-5.9256994467452119e-02,4.2902290928679626e+01,-7.9137423565016365e-02
mHEM,10,300,1.3724609610075626e+02,4.2901334362350894e+01,-6.0058274133275490e-02,4.2901376400606559e+01,-8.0209239081196385e-02
mHEM,10,300,1.4125375446227540e+02,4.2900405454065442e+01,-6.0869480986746730e-02,4.2900448636546024e+01,-8.1294383688236563e-02
mHEM,10,300,1.4537843856076620e+02,4.2899463088783953e+01,-6.1690717124049534e-02,4.2899507445313589e+01,-8.2392995981872080e-02
mHEM,10,300,1.4962356560944329e+02,4.2898507071838516e+01,-6.2522054420656323e-02,4.2898552632925366e+01,-8.3505174257021642e-02
mHEM,10,300,1.5399265260594919e+02,4.2897537205609702e+01,-6.3363611523932786e-02,4.2897584002527857e+01,-8.4631079339384560e-02
mHEM,10,300,1.5848931924611142e+02,4.2896553289727308e+01,-6.4215490244892356e-02,4.2896601354508284e+01,-8.5770849633871160e-02
mHEM,10,300,1.6311729092278381e+02,4.2895555120712103e+01,-6.5077842498893895e-02,4.2895604486236522e+01,-8.6924690537026852e-02
mHEM,10,300,1.6788040181225605e+02,4.2894542493043261e+01,-6.5950572424542539e-02,4.2894593192679856e+01,-8.8092476554721258e-02
mHEM,10,300,1.7278259805078628e+02,4.2893515196928988e+01,-6.6833962265954325e-02,4.2893567265123686e+01,-8.9274587300296845e-02
mHEM,10,300,1.7782794100389228e+02,4.2892473020541033e+01,-6.7728001306485153e-02,4.2892526492385606e+01,-9.0471011143578958e-02
mHEM,10,300,1.8302061063110568e+02,4.2891415748518767e+01,-6.8632819287613847e-02,4.2891470659982822e+01,-9.1681924142155896e-02
mHEM,10,300,1.8836490894898000e+02,4.2890343162452481e+01,-6.9548545833038308e-02,4.2890399550402442e+01,-9.2907502274734335e-02
mHEM,10,300,1.9386526359522077e+02,4.2889255041078208e+01,-7.0475206719631936e-02,4.2889312943126221e+01,-9.4147782871180849e-02
mHEM,10,300,1.9952623149688787e+02,4.2888151159459291e+01,-7.1412971492505986e-02,4.2888210614213399e+01,-9.5402995395041601e-02
mHEM,10,300,2.0535250264571459e+02,4.2887031290141756e+01,-7.2361812168942038e-02,4.2887092336896174e+01,-9.6673105507439808e-02
mHEM,10,300,2.1134890398366477e+02,4.2885895201635861e+01,-7.3321914780475811e-02,4.2885957880743213e+01,-9.7958364858473618e-02
mHEM,10,300,2.1752040340195222e+02,4.2884742659302553e+01,-7.4293408344660194e-02,4.2884807012100772e+01,-9.9258949020971071e-02
mHEM,10,300,2.2387211385683401e+02,4.2883573425729210e+01,-7.5276254488343228e-02,4.2883639494268657e+01,-1.0057481001012156e-01
mHEM,10,300,2.3040929760558447e+02,4.2882387259378525e+01,-7.6270620450124282e-02,4.2882455086793406e+01,-1.0190617463022028e-01
mHEM,10,300,2.3713737056616552e+02,4.2881183915428835e+01,-7.7276608096534485e-02,4.2881253545844380e+01,-1.0325318243799146e-01
mHEM,10,300,2.4406190680419814e+02,4.2879963145877667e+01,-7.8294238886758738e-02,4.2880034624282544e+01,-1.0461586564232847e-01
mHEM,10,300,2.5118864315095797e+02,4.2878724698774796e+01,-7.9323626962829574e-02,4.2878798071204308e+01,-1.0599438037998131e-01
mHEM,10,300,2.5852348395621914e+02,4.2877468318591312e+01,-8.0364874614807305e-02,4.2877543632126056e+01,-1.0738886704838889e-01
mHEM,10,300,2.6607250597988087e+02,4.2876193746072424e+01,-8.1418104048611925e-02,4.2876271048896115e+01,-1.0879949275732485e-01
mHEM,10,300,2.7384196342643611e+02,4.2874900718842405e+01,-8.2483291024755157e-02,4.2874980059982434e+01,-1.1022622901782624e-01
mHEM,10,300,2.8183829312644548e+02,4.2873588970155645e+01,-8.3560539069973128e-02,4.2873670399739993e+01,-1.1166921816976604e-01
mHEM,10,300,2.9006811986931530e+02,4.2872258228981970e+01,-8.4650074420807381e-02,4.2872341798502347e+01,-1.1312876665213289e-01
mHEM,10,300,2.9853826189179603e+02,4.2870908221876036e+01,-8.5751772092040768e-02,4.2870993983519149e+01,-1.1460471163230630e-01
mHEM,10,300,3.0725573652674456e+02,4.2869538670275823e+01,-8.6865791138407922e-02,4.2869626677496790e+01,-1.1609726997478316e-01
mHEM,10,300,3.1622776601683796e+02,4.2868149292250820e+01,-8.7992138338168407e-02,4.2868239599488028e+01,-1.1760645513904092e-01
mHEM,10,300,3.2546178349804603e+02,4.2866739800763327e+01,-8.9131053459560419e-02,4.2866832463934600e+01,-1.1913259209948432e-01
mHEM,10,300,3.3496543915782757e+02,4.2865309906195947e+01,-9.0282445174526160e-02,4.2865404982037987e+01,-1.2067556341141154e-01
mHEM,10,300,3.4474660657314945e+02,4.2863859313885953e+01,-9.1446411686066348e-02,4.2863956860360169e+01,-1.2223550506185124e-01
mHEM,10,300,3.5481338923357532e+02,4.2862387724862735e+01,-9.2623069393798468e-02,4.2862487801216666e+01,-1.2381257748410752e-01
mHEM,10,300,3.6517412725483769e+02,4.2860894836428031e+01,-9.3812422562486994e-02,4.2860997502974314e+01,-1.2540679133867799e-01
mHEM,10,300,3.7583740428844430e+02,4.2859380341147968e+01,-9.5014545459083902e-02,4.2859485659431677e+01,-1.2701825097793432e-01
mHEM,10,300,3.8681205463305207e+02,4.2857843927084083e+01,-9.6229543066895185e-02,4.2857951959971871e+01,-1.2864710194415596e-01
mHEM,10,300,3.9810717055349733e+02,4.2856285278389734e+01,-9.7457404072770121e-02,4.2856396089829268e+01,-1.3029333443324226e-01
mHEM,10,300,4.0973210981354134e+02,4.2854704074252091e+01,-9.8698204681754040e-02,4.2854817729484353e+01,-1.3195705576636577e-01
mHEM,10,300,4.2169650342858228e+02,4.2853099989484285e+01,-9.9951977472167608e-02,4.2853216554962813e+01,-1.3363831506873561e-01
mHEM,10,300,4.3401026364474399e+02,4.2851472694376135e+01,-1.0121873478854390e-01,4.2851592237735296e+01,-1.3533713453981788e-01
mHEM,10,300,4.4668359215096302e+02,4.2849821853900174e+01,-1.0249859816335566e-01,4.2849944444230104e+01,-1.3705368250587988e-01
mHEM,10,300,4.5972698853087229e+02,4.2848147128951744e+01,-1.0379155281203548e-01,4.2848272836495184e+01,-1.3878794516400558e-01
mHEM,10,300,4.7315125896148027e+02,4.2846448175299237e+01,-1.0509763635237493e-01,4.2846577071590794e+01,-1.4053997891342221e-01
mHEM,10,300,4.8696752516586309e+02,4.2844724644182001e+01,-1.0641682859192388e-01,4.2844856801921793e+01,-1.4230976298476866e-01
mHEM,10,300,5.0118723362727246e+02,4.2842976180864582e+01,-1.0774926856542782e-01,4.2843111674328775e+01,-1.4409748968375069e-01
mHEM,10,300,5.1582216507230555e+02,4.2841202427084767e+01,-1.0909483006085294e-01,4.2841341331480272e+01,-1.4590299674195148e-01
mHEM,10,300,5.3088444423098849e+02,4.2839403017948200e+01,-1.1045365333355767e-01,4.2839545410096548e+01,-1.4772647839584338e-01
mHEM,10,300,5.4638654988185397e+02,4.2837577584589646e+01,-1.1182566641579152e-01,4.2837723542403680e+01,-1.4956784520511127e-01
mHEM,10,300,5.6234132519034904e+02,4.2835725752502341e+01,-1.1321086264266081e-01,4.2835875355162436e+01,-1.5142709520884154e-01
mHEM,10,300,5.7876198834912088e+02,4.2833847141141305e+01,-1.1460934275317794e-01,4.2834000469394702e+01,-1.5330437026343754e-01
mHEM,10,300,5.9566214352901034e+02,4.2831941365713760e+01,-1.1602102368215009e-01,4.2832098501402868e+01,-1.5519956652810549e-01
mHEM,10,300,6.1305579214982083e+02,4.2830008035760727e+01,-1.1744585385620400e-01,4.2830169061911448e+01,-1.5711262242803828e-01
mHEM,10,300,6.3095734448019300e+02,4.2828046754629099e+01,-1.1888387406488710e-01,4.2828211755713184e+01,-1.5904360010155913e-01
mHEM,10,300,6.4938163157621136e+02,4.2826057120364624e+01,-1.2033507396089084e-01,4.2826226182174381e+01,-1.6099249344521044e-01
mHEM,10,300,6.6834391756861487e+02,4.2824038725933342e+01,-1.2179934954729657e-01,4.2824211935326829e+01,-1.6295917122133560e-01
mHEM,10,300,6.8785991230880745e+02,4.2821991157497116e+01,-1.2327674545615221e-01,4.2822168602824533e+01,-1.6494370120353730e-01
mHEM,10,300,7.0794578438413805e+02,4.2819913996516263e+01,-1.2476713511478704e-01,4.2820095767140153e+01,-1.6694592226467223e-01
mHEM,10,300,7.2861817451322736e+02,4.2817806817706106e+01,-1.2627050678531540e-01,4.2817993004335030e+01,-1.6896582708675179e-01
mHEM,10,300,7.4989420933245583e+02,4.2815669190166744e+01,-1.2778678427454118e-01,4.2815859884673912e+01,-1.7100332227362447e-01
mHEM,10,300,7.7179151558501269e+02,4.2813500676819586e+01,-1.2931590698145959e-01,4.2813695972291740e+01,-1.7305833545833060e-01
mHEM,10,300,7.9432823472428129e+02,4.2811300834627282e+01,-1.3085778154420255e-01,4.2811500825268311e+01,-1.7513075059828609e-01
mHEM,10,300,8.1752303794365014e+02,4.2809069214173732e+01,-1.3241232227005223e-01,4.2809273995327302e+01,-1.7722046207952408e-01
mHEM,10,300,8.4139514164519471e+02,4.2806805359577069e+01,-1.3397946112690914e-01,4.2807015027781603e+01,-1.7932738809549997e-01
mHEM,10,300,8.6596432336006535e+02,4.2804508809029485e+01,-1.3555905857803166e-01,4.2804723461793856e+01,-1.8145135130323164e-01
mHEM,10,300,8.9125093813374588e+02,4.2802179094002319e+01,-1.3715100150470441e-01,4.2802398829881753e+01,-1.8359220988324007e-01
mHEM,10,300,9.1727593538977942e+02,4.2799815739487265e+01,-1.3875515987163212e-01,4.2800040658023363e+01,-1.8574979953933901e-01
mHEM,10,300,9.4406087628592354e+02,4.2797418263593954e+01,-1.4037142088105342e-01,4.2797648465363203e+01,-1.8792397922043166e-01
mHEM,10,300,9.7162795157710582e+02,4.2794986178235916e+01,-1.4199960047258278e-01,4.2795221764607525e+01,-1.9011451263981363e-01
mHEM,10,300,1.0000000000000000e+03,4.2792518988063506e+01,-1.4363956202218045e-01,4.2792760061341610e+01,-1.9232122718165340e-01
mHEM,10,300,1.0292005271944286e+03,4.2790016191153079e+01,-1.4529111535518369e-01,4.2790262854384800e+01,-1.9454387869834741e-01
mHEM,10,300,1.0592537251772887e+03,4.2787477278289337e+01,-1.4695410252417604e-01,4.2787729635356619e+01,-1.9678226635677615e-01
mHEM,10,300,1.0901844923851279e+03,4.2784901733555010e+01,-1.4862830455460016e-01,4.2785159888948336e+01,-1.9903610776934566e-01
mHEM,10,300,1.1220184543019629e+03,4.2782289033885355e+01,-1.5031349932507232e-01,4.2782553092668351e+01,-2.0130511648794217e-01
mHEM,10,300,1.1547819846894581e+03,4.2779638648505312e+01,-1.5200950151152171e-01,4.2779908716420131e+01,-2.0358905550414033e-01
mHEM,10,300,1.1885022274370190e+03,4.2776950040040994e+01,-1.5371603129694422e-01,4.2777226223148702e+01,-2.0588756141182643e-01
mHEM,10,300,1.2232071190499314e+03,4.2774222663050637e+01,-1.5543286855573424e-01,4.2774505067912386e+01,-2.0820035090189673e-01
mHEM,10,300,1.2589254117941675e+03,4.2771455965280524e+01,-1.5715970307307756e-01,4.2771744698599811e+01,-2.1052702014223756e-01
mHEM,10,300,1.2956866975170190e+03,4.2768649386303963e+01,-1.5889627558810154e-01,4.2768944555074000e+01,-2.1286723369457639e-01
mHEM,10,300,1.3335214321633241e+03,4.2765802358179833e+01,-1.6064228918538564e-01,4.2766104069507833e+01,-2.1522060582195948e-01
mHEM,10,300,1.3724609610075624e+03,4.2762914305561800e+01,-1.6239739934036190e-01,4.2763222666447092e+01,-2.1758668713453311e-01
mHEM,10,300,1.4125375446227540e+03,4.2759984644880973e+01,-1.6416127713927262e-01,4.2760299762225344e+01,-2.1996504928181729e-01
mHEM,10,300,1.4537843856076622e+03,4.2757012784573632e+01,-1.6593358328944371e-01,4.2757334765093304e+01,-2.2235525013190593e-01
mHEM,10,300,1.4962356560944329e+03,4.2753998125432865e+01,-1.6771391970789939e-01,4.2754327075377773e+01,-2.2475676888809767e-01
mHEM,10,300,1.5399265260594921e+03,4.2750940059774450e+01,-1.6950190602341947e-01,4.2751276084937786e+01,-2.2716910859289302e-01
mHEM,10,300,1.5848931924611140e+03,4.2747837971929684e+01,-1.7129711911137166e-01,4.2748181177418168e+01,-2.2959171509131371e-01
mHEM,10,300,1.6311729092278381e+03,4.2744691237704231e+01,-1.7309913300619728e-01,4.2745041727860276e+01,-2.3202403051016110e-01
mHEM,10,300,1.6788040181225606e+03,4.2741499224847686e+01,-1.7490747176264904e-01,4.2741857102977335e+01,-2.3446543006287551e-01
mHEM,10,300,1.7278259805078626e+03,4.2738261292321454e+01,-1.7672166369084402e-01,4.2738626660635227e+01,-2.3691529473357709e-01
mHEM,10,300,1.7782794100389228e+03,4.2734976790662529e+01,-1.7854120211735752e-01,4.2735349750052571e+01,-2.3937295866682509e-01
mHEM,10,300,1.8302061063110568e+03,4.2731645061597554e+01,-1.8036556492758485e-01,4.2732025711489108e+01,-2.4183773535108596e-01
mHEM,10,300,1.8836490894898002e+03,4.2728265438419243e+01,-1.8219418262084711e-01,4.2728653876481921e+01,-2.4430887476964247e-01
mHEM,10,300,1.9386526359522077e+03,4.2724837245240828e+01,-1.8402648442037811e-01,4.2725233567287681e+01,-2.4678562520967612e-01
mHEM,10,300,1.9952623149688789e+03,4.2721359797327210e+01,-1.8586186549875908e-01,4.2721764097070384e+01,-2.4926718930001732e-01
mHEM,10,300,2.0535250264571459e+03,4.2717832401098875e+01,-1.8769968255301786e-01,4.2718244769877934e+01,-2.5175271805235383e-01
mHEM,10,300,2.1134890398366479e+03,4.2714254353814873e+01,-1.8953926535480015e-01,4.2714674880367568e+01,-2.5424132632844887e-01
mHEM,10,300,2.1752040340195222e+03,4.2710624943278617e+01,-1.9137993513503931e-01,4.2711053713587845e+01,-2.5673211748221975e-01
mHEM,10,300,2.2387211385683399e+03,4.2706943448293359e+01,-1.9322096023031557e-01,4.2707380545231281e+01,-2.5922412384091770e-01
mHEM,10,300,2.3040929760558447e+03,4.2703209138169534e+01,-1.9506158578385968e-01,4.2703654641265707e+01,-2.6171634651894415e-01
mHEM,10,300,2.3713737056616551e+03,4.2699421272931772e+01,-1.9690101657603215e-01,4.2699875258056984e+01,-2.6420773235557748e-01
mHEM,10,300,2.4406190680419813e+03,4.2695579102925784e+01,-1.9873842888396320e-01,4.2696041642022365e+01,-2.6669718979819446e-01
mHEM,10,300,2.5118864315095798e+03,4.2691681868863981e+01,-2.0057296669058303e-01,4.2692153029652374e+01,-2.6918358378616969e-01
mHEM,10,300,2.5852348395621912e+03,4.2687728801778647e+01,-2.0240374131682887e-01,4.2688208647455582e+01,-2.7166573522589466e-01
mHEM,10,300,2.6607250597988086e+03,4.2683719123160635e+01,-2.0422980257534629e-01,4.2684207711952780e+01,-2.7414238223628745e-01
mHEM,10,300,2.7384196342643613e+03,4.2679652044280452e+01,-2.0605019527797427e-01,4.2680149429258407e+01,-2.7661225595765399e-01
mHEM,10,300,2.8183829312644548e+03,4.2675526766769799e+01,-2.0786390118770653e-01,4.2676032995379302e+01,-2.7907400259660536e-01
mHEM,10,300,2.9006811986931530e+03,4.2671342482202533e+01,-2.0966986590837550e-01,4.2671857595915519e+01,-2.8152621947612022e-01
mHEM,10,300,2.9853826189179604e+03,4.2667098372022622e+01,-2.1146699687621828e-01,4.2667622405972232e+01,-2.8396745229750675e-01
mHEM,10,300,3.0725573652674452e+03,4.2662793607653533e+01,-2.1325415049271829e-01,4.2663326590198587e+01,-2.8639617781511306e-01
mHEM,10,300,3.1622776601683795e+03,4.2658427350255991e+01,-2.1503014410114418e-01,4.2658969302597320e+01,-2.8881081986853213e-01
mHEM,10,300,3.2546178349804600e+03,4.2653998750703487e+01,-2.1679374747380267e-01,4.2654549686451482e+01,-2.9120973789931437e-01
mHEM,10,300,3.3496543915782759e+03,4.2649506949843428e+01,-2.1854366687158788e-01,4.2650066874497071e+01,-2.9359120547847067e-01
mHEM,10,300,3.4474660657314944e+03,4.2644951077732657e+01,-2.2027858421859939e-01,4.2645519988351381e+01,-2.9595346287322549e-01
mHEM,10,300,3.5481338923357530e+03,4.2640330254377702e+01,-2.2199710797731725e-01,4.2640908138996622e+01,-2.9829465099016728e-01
mHEM,10,300,3.6517412725483769e+03,4.2635643589203610e+01,-2.2369780147575324e-01,4.2636230426387179e+01,-3.0061284936289634e-01
mHEM,10,300,3.7583740428844430e+03,4.2630890180993561e+01,-2.2537918103988611e-01,4.2631485939375601e+01,-3.0290607357820043e-01
mHEM,10,300,3.8681205463305209e+03,4.2626069118318718e+01,-2.2703968697118668e-01,4.2626673755984584e+01,-3.0517223619545736e-01
mHEM,10,300,3.9810717055349733e+03,4.2621179478981190e+01,-2.2867771460776640e-01,4.2621792943008458e+01,-3.0740918841201975e-01
mHEM,10,300,4.0973210981354132e+03,4.2616220330264611e+01,-2.3029159399211080e-01,4.2616842556152868e+01,-3.0961469265406177e-01
mHEM,10,300,4.2169650342858222e+03,4.2611190728797915e+01,-2.3187959624969159e-01,4.2611821639929339e+01,-3.1178643106314669e-01
mHEM,10,300,4.3401026364474401e+03,4.2606089720632681e+01,-2.3343992500284991e-01,4.2606729227684063e+01,-3.1392199386037295e-01
mHEM,10,300,4.4668359215096307e+03,4.2600916341376099e+01,-2.3497070816288271e-01,4.2601564341683741e+01,-3.1601886820709191e-01
mHEM,10,300,4.5972698853087231e+03,4.2595669615614995e+01,-2.3647002686549734e-01,4.2596325992698389e+01,-3.1807447701940256e-01
mHEM,10,300,4.7315125896148029e+03,4.2590348557697084e+01,-2.3793587225107354e-01,4.2591013180545893e+01,-3.2008612073202181e-01
mHEM,10,300,4.8696752516586312e+03,4.2584952171320744e+01,-2.3936616364222738e-01,4.2585624893782786e+01,-3.2205100162793809e-01
mHEM,10,300,5.0118723362727251e+03,4.2579479449471116e+01,-2.4075875428634988e-01,4.2580160109676648e+01,-3.2396623144728504e-01
mHEM,10,300,5.1582216507230560e+03,4.2573929374675835e+01,-2.4211141509917800e-01,4.2574617794376117e+01,-3.2582880939042302e-01
mHEM,10,300,5.3088444423098845e+03,4.2568300919084088e+01,-2.4342183141712290e-01,4.2568996902977474e+01,-3.2763561760971971e-01
mHEM,10,300,5.4638654988185399e+03,4.2562593044331088e+01,-2.4468761078190759e-01,4.2563296379441894e+01,-3.2938343154526978e-01
mHEM,10,300,5.6234132519034911e+03,4.2556804701693849e+01,-2.4590627517412994e-01,4.2557515156717990e+01,-3.3106890932548788e-01
mHEM,10,300,5.7876198834912084e+03,4.2550934832213784e+01,-2.4707525563616919e-01,4.2551652156846416e+01,-3.3268858437150639e-01
mHEM,10,300,5.9566214352901034e+03,4.2544982366638678e+01,-2.4819189817666865e-01,4.2545706290951578e+01,-3.3423887318397821e-01
mHEM,10,300,6.1305579214982081e+03,4.2538946225857458e+01,-2.4925344298556534e-01,4.2539676459573982e+01,-3.3571604718013570e-01
mHEM,10,300,6.3095734448019302e+03,4.2532825320510952e+01,-2.5025704934517212e-01,4.2533561552447551e+01,-3.3711626606228506e-01
mHEM,10,300,6.4938163157621129e+03,4.2526618551649037e+01,-2.5119976356181495e-01,4.2527360448994166e+01,-3.3843553443538660e-01
mHEM,10,300,6.6834391756861487e+03,4.2520324810610212e+01,-2.5207853217914161e-01,4.2521072018308523e+01,-3.3966971940110524e-01
mHEM,10,300,6.8785991230880745e+03,4.2513942979079907e+01,-2.5289020146316649e-01,4.2514695119246163e+01,-3.4081454965825780e-01
mHEM,10,300,7.0794578438413810e+03,4.2507471929554974e+01,-2.5363150267729767e-01,4.2508228600837441e+01,-3.4186559543938294e-01
mHEM,10,300,7.2861817451322740e+03,4.2500910525322659e+01,-2.5429905689957000e-01,4.2501671302336128e+01,-3.4281827476965981e-01
mHEM,10,300,7.4989420933245583e+03,4.2494257620899141e+01,-2.5488936558172043e-01,4.2495022053648015e+01,-3.4366784049635146e-01
mHEM,10,300,7.7179151558501271e+03,4.2487512061975863e+01,-2.5539881585580254e-01,4.2488279675360886e+01,-3.4440938718888564e-01
mHEM,10,300,7.9432823472428136e+03,4.2480672685976558e+01,-2.5582366690060249e-01,4.2481442979277681e+01,-3.4503783248760833e-01
mHEM,10,300,8.1752303794365016e+03,4.2473738322159470e+01,-2.5616005400624636e-01,4.2474510768607402e+01,-3.4554792230304848e-01
mHEM,10,300,8.4139514164519478e+03,4.2466707792046826e+01,-2.5640397898748968e-01,4.2467481838408212e+01,-3.4593421759093046e-01
mHEM,10,300,8.6596432336006528e+03,4.2459579909654494e+01,-2.5655131046822416e-01,4.2460354975897673e+01,-3.4619109442622920e-01
mHEM,10,300,8.9125093813374588e+03,4.2452353482098140e+01,-2.5659777222468305e-01,4.2453128961075656e+01,-3.4631272794841483e-01
mHEM,10,300,9.1727593538977944e+03,4.2445027309407060e+01,-2.5653895908186719e-01,4.2445802566730173e+01,-3.4629311347873482e-01
mHEM,10,300,9.4406087628592359e+03,4.2437600185871901e+01,-2.5637029972887687e-01,4.2438374559665903e+01,-3.4612601597320963e-01
mHEM,10,300,9.7162795157710570e+03,4.2430070899623786e+01,-2.5608708354788573e-01,4.2430843700561283e+01,-3.4580500586415619e-01
mHEM,10,300,1.0000000000000000e+04,4.2422438233733473e+01,-2.5568443660240914e-01,4.2423208745049592e+01,-3.4532342625272094e-01
mHEM,10,300,1.0292005271944287e+04,4.2414700966264817e+01,-2.5515732879562136e-01,4.2415468443954545e+01,-3.4467440216728323e-01
mHEM,10,300,1.0592537251772897e+04,4.2406857871363606e+01,-2.5450055838192137e-01,4.2407621544437625e+01,-3.4385081921424848e-01
mHEM,10,300,1.0901844923851268e+04,4.2398907719487887e+01,-2.5370875248263303e-01,4.2399666790397490e+01,-3.4284532382576260e-01
mHEM,10,300,1.1220184543019630e+04,4.2390849278042040e+01,-2.5277636712166013e-01,4.2391602923284850e+01,-3.4165032284213398e-01
mHEM,10,300,1.1547819846894581e+04,4.2382681312340289e+01,-2.5169767337410454e-01,4.2383428683179709e+01,-3.4025796430468730e-01
mHEM,10,300,1.1885022274370189e+04,4.2374402586230232e+01,-2.5046675297562615e-01,4.2375142809603147e+01,-3.3866013100670239e-01
mHEM,10,300,1.2232071190499326e+04,4.2366011862875254e+01,-2.4907749532649309e-01,4.2366744042514817e+01,-3.3684843590671038e-01
mHEM,10,300,1.2589254117941662e+04,4.2357507905465567e+01,-2.4752359635956034e-01,4.2358231123269690e+01,-3.3481422004278200e-01
mHEM,10,300,1.2956866975170189e+04,4.2348889478458240e+01,-2.4579854059405504e-01,4.2349602796026659e+01,-3.3254852767655452e-01
mHEM,10,300,1.3335214321633241e+04,4.2340155348251805e+01,-2.4389560600584237e-01,4.2340857808749277e+01,-3.3004211226995134e-01
mHEM,10,300,1.3724609610075626e+04,4.2331304284340113e+01,-2.4180785236236582e-01,4.2331994914613411e+01,-3.2728542006867806e-01
mHEM,10,300,1.4125375446227554e+04,4.2322335060381143e+01,-2.3952811648952516e-01,4.2323012873397325e+01,-3.2426858303278167e-01
mHEM,10,300,1.4537843856076606e+04,4.2313246455284485e+01,-2.3704900686368485e-01,4.2313910452914890e+01,-3.2098141082650955e-01
mHEM,10,300,1.4962356560944329e+04,4.2304037254628120e+01,-2.3436289242924183e-01,4.2304686430776343e+01,-3.1741337495663913e-01
mHEM,10,300,1.5399265260594921e+04,4.2294706251818617e+01,-2.3146190016642537e-01,4.2295339595975030e+01,-3.1355360472679122e-01
mHEM,10,300,1.5848931924611141e+04,4.2285252249533585e+01,-2.2833790591299363e-01,4.2285868750753622e+01,-3.0939087402452592e-01
mHEM,10,300,1.6311729092278396e+04,4.2275674061140997e+01,-2.2498252850780642e-01,4.2276272712503449e+01,-3.0491359257340295e-01
mHEM,10,300,1.6788040181225588e+04,4.2265970512336082e+01,-2.2138712061910354e-01,4.2266550315903935e+01,-3.0010979265759025e-01
mHEM,10,300,1.7278259805078626e+04,4.2256140442838792e+01,-2.1754276050999741e-01,4.2256700415171636e+01,-2.9496711707830864e-01
mHEM,10,300,1.7782794100389227e+04,4.2246182708069739e+01,-2.1344024629319727e-01,4.2246721886346975e+01,-2.8947281044891071e-01
mHEM,10,300,1.8302061063110566e+04,4.2236096181030028e+01,-2.0907008598780125e-01,4.2236613629812631e+01,-2.8361370476076686e-01
mHEM,10,300,1.8836490894898019e+04,4.2225879754374915e+01,-2.0442248909610830e-01,4.2226374573067218e+01,-2.7737620696859494e-01
mHEM,10,300,1.9386526359522057e+04,4.2215532342339600e+01,-1.9948735989526895e-01,4.2216003673416068e+01,-2.7074628886490237e-01
mHEM,10,300,1.9952623149688789e+04,4.2205052883180670e+01,-1.9425428422925575e-01,4.2205499921207171e+01,-2.6370946809137719e-01
mHEM,10,300,2.0535250264571459e+04,4.2194440341248914e+01,-1.8871252781019648e-01,4.2194862342818070e+01,-2.5625080473131129e-01
mHEM,10,300,2.1134890398366475e+04,4.2183693709757883e+01,-1.8285101883703420e-01,4.2184090004334060e+01,-2.4835487657084743e-01
mHEM,10,300,2.1752040340195246e+04,4.2172812013232850e+01,-1.7665834261354141e-01,4.2173182015037611e+01,-2.4000577060550748e-01
mHEM,10,300,2.2387211385683378e+04,4.2161794310316033e+01,-1.7012273187356516e-01,4.2162137531312354e+01,-2.3118706867708114e-01
mHEM,10,300,2.3040929760558447e+04,4.2150639696752478e+01,-1.6323205511100924e-01,4.2150955760804067e+01,-2.2188183035475392e-01
mHEM,10,300,2.3713737056616552e+04,4.2139347308516591e+01,-1.5597380658433013e-01,4.2139635966820180e+01,-2.1207257804555582e-01
mHEM,10,300,2.4406190680419812e+04,4.2127916324960054e+01,-1.4833509677177911e-01,4.2128177472847909e+01,-2.0174128267497834e-01
